0.00000000,0.00000000
0.92024315,0.00000000
0.88117354,0.00000000
0.93357239,0.00000000
0.92972640,0.00000000
0.92272324,0.00000000
0.69882695,0.00000000
0.83880182,0.00000000
0.74642477,0.00000000
0.91208814,0.00000000
0.85322254,0.00000000
0.89007141,0.00000000
0.90853892,0.00000000
0.88902299,0.00000000
0.83911270,0.00000000
0.87210604,0.00000000
0.83840770,0.00000000
0.87956910,0.00000000
0.84745020,0.00000000
0.88246735,0.00000000
0.94451044,0.00000000
0.85885710,0.00000000
0.93530332,0.00000000
0.82382557,0.00000000
0.85640345,0.00000000
0.89239242,0.00000000
0.86858800,0.00000000
0.87474960,0.00000000
0.89022788,0.00000000
0.93544736,0.00000000
0.92690767,0.00000000
0.91398868,0.00000000
0.93838492,0.00000000
0.89774739,0.00000000
0.87831999,0.00000000
0.72563907,0.00000000
0.83398975,0.00000000
0.93175222,0.00000000
0.92861629,0.00000000
0.88916727,0.00000000
0.90823735,0.00000000
0.94666096,0.00000000
0.82640994,0.00000000
0.90069900,0.00000000
0.88389058,0.00000000
0.90974166,0.00000000
0.96945792,0.00000000
0.90997605,0.00000000
0.82200938,0.00000000
0.85530463,0.00000000
0.89905822,0.00000000
0.84049324,0.00000000
0.88210368,0.00000000
0.78358461,0.00000000
0.86887104,0.00000000
0.93874469,0.00000000
0.92125237,0.00000000
0.87612815,0.00000000
0.83920294,0.00000000
0.96870173,0.00000000
0.84019599,0.00000000
0.90626612,0.00000000
0.87575634,0.00000000
0.91950785,0.00000000
0.88519131,0.00000000
0.94578472,0.00000000
0.90277961,0.00000000
0.91631869,0.00000000
0.83463629,0.00000000
0.84754237,0.00000000
0.83481954,0.00000000
0.88817713,0.00000000
0.89444370,0.00000000
0.89742417,0.00000000
0.92971087,0.00000000
0.95108571,0.00000000
0.90020722,0.00000000
0.89337643,0.00000000
0.89338582,0.00000000
0.93241103,0.00000000
0.87744635,0.00000000
0.86101047,0.00000000
0.92193250,0.00000000
0.93002272,0.00000000
0.90188145,0.00000000
0.84980369,0.00000000
0.77162938,0.00000000
0.91431058,0.00000000
0.92347047,0.00000000
0.87475294,0.00000000
0.86265849,0.00000000
0.92815080,0.00000000
0.92506346,0.00000000
0.89403702,0.00000000
0.88826520,0.00000000
0.81676706,0.00000000
0.89439959,0.00000000
0.85553893,0.00000000
0.86050204,0.00000000
0.86752523,0.00000000
0.89714232,0.00000000
0.84581752,0.00000000
0.72178699,0.00000000
0.67880978,0.00000000
